parsed_date,date_str,btc_price,fgi_value,fgi_class,btc_return,Elite Pro,Pro,dumb_buy_ratio,smart_buy_ratio,Whale Retail / Losing,fgi_value_lag,smart_buy_ratio_lag,dumb_buy_ratio_lag,pos_contrarian_ls,pos_contrarian_lo,pos_smart_ls,pos_smart_lo,pos_fade_dumb_ls,pos_fade_dumb_lo,ret_benchmark,ret_contrarian_ls,ret_smart_ls,ret_fade_dumb_ls,ret_contrarian_lo,ret_smart_lo,ret_fade_dumb_lo,cum_benchmark,cum_contrarian_ls,cum_smart_ls,cum_fade_dumb_ls,cum_contrarian_lo,cum_smart_lo,cum_fade_dumb_lo
2024-02-20,2024-02-20,51871.5,72.0,Greed,-0.004815578684828958,,,0.5,0.3333333333333333,,75.0,0.40594059405940597,0.5,-1,0,-1,0,0,0,-0.004815578684828958,0.004815578684828958,0.004815578684828958,-0.0,-0.0,-0.0,-0.0,1.238973881265451,0.9211710728509982,0.9369494758787353,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-02-21,2024-02-21,51871.5,78.0,Extreme Greed,0.0,,,0.5,0.3181818181818182,,72.0,0.3333333333333333,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.238973881265451,0.9211710728509982,0.9369494758787353,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-02-22,2024-02-22,51589.5,74.0,Greed,-0.005436511379080966,,,0.5,0.3977272727272727,,78.0,0.3181818181818182,0.5,-1,0,-1,0,0,0,-0.005436511379080966,0.005436511379080966,0.005436511379080966,-0.0,-0.0,-0.0,-0.0,1.2322381856615672,0.9261790298706327,0.9420432123659739,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-02-23,2024-02-23,51697.5,76.0,Extreme Greed,0.0020934492483934974,,,0.5,0.916083916083916,,74.0,0.3977272727272727,0.5,-1,0,-1,0,0,0,0.0020934492483934974,-0.0020934492483934974,-0.0020934492483934974,0.0,0.0,0.0,0.0,1.2348178137651822,0.9242401210766722,0.9400710927110921,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-02-24,2024-02-24,51697.5,76.0,Extreme Greed,0.0,,,0.5,0.5,,76.0,0.916083916083916,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.2348178137651822,0.9242401210766722,0.9400710927110921,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-02-25,2024-02-25,51697.5,74.0,Greed,0.0,,,0.5,0.4,,76.0,0.5,0.5,-1,0,0,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.2348178137651822,0.9242401210766722,0.9400710927110921,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-02-26,2024-02-26,51697.5,72.0,Greed,0.0,,,0.5,0.6923076923076923,,74.0,0.4,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.2348178137651822,0.9242401210766722,0.9400710927110921,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-02-27,2024-02-27,51697.5,79.0,Extreme Greed,0.0,,,0.5,0.5238095238095238,,72.0,0.6923076923076923,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.2348178137651822,0.9242401210766722,0.9400710927110921,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-02-28,2024-02-28,51697.5,82.0,Extreme Greed,0.0,,,0.5,0.6888888888888889,,79.0,0.5238095238095238,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.2348178137651822,0.9242401210766722,0.9400710927110921,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-02-29,2024-02-29,51697.5,80.0,Extreme Greed,0.0,,,0.5,0.5172413793103449,,82.0,0.6888888888888889,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.2348178137651822,0.9242401210766722,0.9400710927110921,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-01,2024-03-01,51697.5,80.0,Extreme Greed,0.0,,,0.5,0.27007299270072993,,80.0,0.5172413793103449,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.2348178137651822,0.9242401210766722,0.9400710927110921,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-02,2024-03-02,51697.5,80.0,Extreme Greed,0.0,,,0.5,0.9032258064516129,,80.0,0.27007299270072993,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.2348178137651822,0.9242401210766722,0.9400710927110921,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-03,2024-03-03,51697.5,83.0,Extreme Greed,0.0,,,0.5,0.45569620253164556,,80.0,0.9032258064516129,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.2348178137651822,0.9242401210766722,0.9400710927110921,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-04,2024-03-04,62896.0,82.0,Extreme Greed,0.21661589051694952,,,0.5,0.5366666666666666,,83.0,0.45569620253164556,0.5,-1,0,-1,0,0,0,0.21661589051694952,-0.21661589051694952,-0.21661589051694952,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-05,2024-03-05,62896.0,90.0,Extreme Greed,0.0,,,0.5,0.3055555555555556,,82.0,0.5366666666666666,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-06,2024-03-06,62896.0,75.0,Extreme Greed,0.0,,,0.5,0.5975609756097561,,90.0,0.3055555555555556,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-07,2024-03-07,62896.0,75.0,Extreme Greed,0.0,,,0.5,0.5,,75.0,0.5975609756097561,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-08,2024-03-08,62896.0,81.0,Extreme Greed,0.0,,,0.5,0.2835820895522388,,75.0,0.5,0.5,-1,0,0,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-09,2024-03-09,62896.0,84.0,Extreme Greed,0.0,,,0.5,0.7094017094017094,,81.0,0.2835820895522388,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-10,2024-03-10,62896.0,79.0,Extreme Greed,0.0,,,0.5,0.9047619047619048,,84.0,0.7094017094017094,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-11,2024-03-11,62896.0,82.0,Extreme Greed,0.0,,,0.5,0.2857142857142857,,79.0,0.9047619047619048,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-12,2024-03-12,62896.0,81.0,Extreme Greed,0.0,,,0.5,0.125,,82.0,0.2857142857142857,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-13,2024-03-13,62896.0,81.0,Extreme Greed,0.0,,,0.5,1.0,,81.0,0.125,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-14,2024-03-14,62896.0,88.0,Extreme Greed,0.0,,,0.5,0.1111111111111111,,81.0,1.0,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-15,2024-03-15,62896.0,83.0,Extreme Greed,0.0,,,0.5,0.41935483870967744,,88.0,0.1111111111111111,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-16,2024-03-16,62896.0,81.0,Extreme Greed,0.0,,,0.5,0.625,,83.0,0.41935483870967744,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-17,2024-03-17,62896.0,79.0,Extreme Greed,0.0,,,0.5,0.782608695652174,,81.0,0.625,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-18,2024-03-18,62896.0,77.0,Extreme Greed,0.0,,,0.5,0.6842105263157895,,79.0,0.782608695652174,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-19,2024-03-19,62896.0,79.0,Extreme Greed,0.0,,,0.5,0.7083333333333334,,77.0,0.6842105263157895,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-20,2024-03-20,62896.0,74.0,Greed,0.0,,,0.5,0.42028985507246375,,79.0,0.7083333333333334,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-21,2024-03-21,62896.0,78.0,Extreme Greed,0.0,,,0.5,0.9285714285714286,,74.0,0.42028985507246375,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-22,2024-03-22,62896.0,78.0,Extreme Greed,0.0,,,0.5,0.5,,78.0,0.9285714285714286,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-23,2024-03-23,62896.0,78.0,Extreme Greed,0.0,,,0.5,0.5,,78.0,0.5,0.5,-1,0,0,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-24,2024-03-24,62896.0,74.0,Greed,0.0,,,0.5,0.7894736842105263,,78.0,0.5,0.5,-1,0,0,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-25,2024-03-25,62896.0,75.0,Extreme Greed,0.0,,,0.5,0.0,,74.0,0.7894736842105263,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-26,2024-03-26,62896.0,81.0,Extreme Greed,0.0,,,0.5,0.06779661016949153,,75.0,0.0,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.5022989741201198,0.7240350241981556,0.7364367558142371,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-27,2024-03-27,70154.16666666667,83.0,Extreme Greed,0.11539949546341055,,,0.5,0.5,,81.0,0.06779661016949153,0.5,-1,0,-1,0,0,0,0.11539949546341055,-0.11539949546341055,-0.11539949546341055,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-28,2024-03-28,70154.16666666667,80.0,Extreme Greed,0.0,,,0.5,0.9230769230769231,,83.0,0.5,0.5,-1,0,0,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-29,2024-03-29,70154.16666666667,79.0,Extreme Greed,0.0,,,0.5,0.6,,80.0,0.9230769230769231,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-30,2024-03-30,70154.16666666667,75.0,Extreme Greed,0.0,,,0.5,0.022222222222222223,,79.0,0.6,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-03-31,2024-03-31,70154.16666666667,75.0,Extreme Greed,0.0,,,0.5,0.0,,75.0,0.022222222222222223,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-01,2024-04-01,70154.16666666667,79.0,Extreme Greed,0.0,,,0.5,0.4155844155844156,,75.0,0.0,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-02,2024-04-02,70154.16666666667,79.0,Extreme Greed,0.0,,,0.5,0.24390243902439024,,79.0,0.4155844155844156,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-03,2024-04-03,70154.16666666667,71.0,Greed,0.0,,,0.5,0.75,,79.0,0.24390243902439024,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-04,2024-04-04,70154.16666666667,70.0,Greed,0.0,,,0.5,0.0,,71.0,0.75,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-05,2024-04-05,70154.16666666667,79.0,Extreme Greed,0.0,,,0.5,0.17,,70.0,0.0,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-06,2024-04-06,70154.16666666667,75.0,Extreme Greed,0.0,,,0.5,0.0,,79.0,0.17,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-07,2024-04-07,70154.16666666667,78.0,Extreme Greed,0.0,,,0.5,0.0,,75.0,0.0,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-08,2024-04-08,70154.16666666667,76.0,Extreme Greed,0.0,,,0.5,0.03333333333333333,,78.0,0.0,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-09,2024-04-09,70154.16666666667,80.0,Extreme Greed,0.0,,,0.5,0.0,,76.0,0.03333333333333333,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-10,2024-04-10,70154.16666666667,78.0,Extreme Greed,0.0,,,0.5,0.975609756097561,,80.0,0.0,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-11,2024-04-11,70154.16666666667,76.0,Extreme Greed,0.0,,,0.5,0.875,,78.0,0.975609756097561,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-12,2024-04-12,70154.16666666667,79.0,Extreme Greed,0.0,,,0.5,0.3333333333333333,,76.0,0.875,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-13,2024-04-13,70154.16666666667,72.0,Greed,0.0,,,0.5,0.5168539325842697,,79.0,0.3333333333333333,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-14,2024-04-14,70154.16666666667,72.0,Greed,0.0,,,0.5,0.42990654205607476,,72.0,0.5168539325842697,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-15,2024-04-15,70154.16666666667,74.0,Greed,0.0,,,0.5,0.43902439024390244,,72.0,0.42990654205607476,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-16,2024-04-16,70154.16666666667,65.0,Greed,0.0,,,0.0,0.6739130434782609,,74.0,0.43902439024390244,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-17,2024-04-17,70154.16666666667,67.0,Greed,0.0,,,0.5,0.9285714285714286,,65.0,0.6739130434782609,0.0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-18,2024-04-18,70154.16666666667,67.0,Greed,0.0,,,0.5,0.5,,67.0,0.9285714285714286,0.5,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-19,2024-04-19,70154.16666666667,66.0,Greed,0.0,,,0.5,0.14285714285714285,,67.0,0.5,0.5,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-20,2024-04-20,70154.16666666667,66.0,Greed,0.0,1.0,,0.5,0.0,,66.0,0.14285714285714285,0.5,0,0,-1,0,0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-21,2024-04-21,70154.16666666667,66.0,Greed,0.0,,,0.5,0.5,,66.0,0.0,0.5,0,0,-1,0,0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-22,2024-04-22,70154.16666666667,73.0,Greed,0.0,,,0.5,0.0,,66.0,0.5,0.5,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-23,2024-04-23,70154.16666666667,71.0,Greed,0.0,,,0.5,0.5606060606060606,,73.0,0.0,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-24,2024-04-24,70154.16666666667,72.0,Greed,0.0,,,0.5,0.65,,71.0,0.5606060606060606,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-25,2024-04-25,70154.16666666667,72.0,Greed,0.0,1.0,,0.5,1.0,,72.0,0.65,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-26,2024-04-26,70154.16666666667,70.0,Greed,0.0,,,0.5,0.0,,72.0,1.0,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-27,2024-04-27,70154.16666666667,67.0,Greed,0.0,,,0.5,0.0,,70.0,0.0,0.5,-1,0,-1,0,0,0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-28,2024-04-28,70154.16666666667,65.0,Greed,0.0,,,0.5,0.0,,67.0,0.0,0.5,0,0,-1,0,0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-29,2024-04-29,70154.16666666667,67.0,Greed,0.0,,,0.5,0.5333333333333333,,65.0,0.0,0.5,0,0,-1,0,0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-04-30,2024-04-30,70154.16666666667,67.0,Greed,0.0,,,0.5,1.0,,67.0,0.5333333333333333,0.5,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-05-01,2024-05-01,70154.16666666667,54.0,Neutral,0.0,,,0.5,1.0,,67.0,1.0,0.5,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-05-02,2024-05-02,70154.16666666667,54.0,Neutral,0.0,,,0.5,0.5,,54.0,1.0,0.5,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-05-03,2024-05-03,70154.16666666667,48.0,Neutral,0.0,,,0.5,0.08333333333333333,,54.0,0.5,0.5,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-05-04,2024-05-04,70154.16666666667,67.0,Greed,0.0,,,0.5,0.0,,48.0,0.08333333333333333,0.5,0,1,-1,0,0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-05-05,2024-05-05,70154.16666666667,69.0,Greed,0.0,,,0.5,0.16666666666666666,,67.0,0.0,0.5,0,0,-1,0,0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-05-06,2024-05-06,70154.16666666667,71.0,Greed,0.0,,,0.5,0.8888888888888888,,69.0,0.16666666666666666,0.5,0,0,-1,0,0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-05-07,2024-05-07,70154.16666666667,68.0,Greed,0.0,,,0.5,0.3333333333333333,,71.0,0.8888888888888888,0.5,-1,0,1,1,0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-05-08,2024-05-08,70154.16666666667,64.0,Greed,0.0,,,0.5,0.9230769230769231,,68.0,0.3333333333333333,0.5,0,0,-1,0,0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
2024-05-09,2024-05-09,70154.16666666667,55.0,Greed,0.0,,,0.5,0.32142857142857145,,64.0,0.9230769230769231,0.5,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6756635177687809,0.6404817477078502,0.6514523257525632,1.0797284310625979,1.0060702004831044,1.1516238707850721,1.0698067212240574
